"","Id","IncidentId","ActionGrouped","ActionGranular","LastVerdict","IncidentGrade"
"652",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"653",214748367353,4448,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"654",944892806895,149721,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"655",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"656",841813595224,133366,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"657",34359743267,3300,"ContainAccount","change user password.","Malicious","BenignPositive"
"658",807453853880,1526,"ContainAccount","account password changed","Malicious","TruePositive"
"659",944892806788,44014,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"660",34359743267,3300,"ContainAccount","change user password.","Malicious","BenignPositive"
"661",730144442012,261940,"ContainAccount","account password changed","Suspicious","BenignPositive"
"662",858993460818,692,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"663",309237646057,6236,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"664",1554778165716,99004,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"665",867583398126,47647,"ContainAccount","account password changed","Malicious","TruePositive"
"666",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"667",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"668",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"669",1683627182193,138632,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"670",1460288884483,4856,"ContainAccount","msecidentitiesconfirmusercompromised","Malicious","TruePositive"
"671",1116691500041,195997,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"672",1486058689408,44064,"ContainAccount","account password changed","NoThreatsFound","TruePositive"
"673",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"674",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"675",1013612286369,9922,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"676",34359743267,3300,"ContainAccount","change user password.","Suspicious","BenignPositive"
"677",1468878819531,119255,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"678",34359743267,3300,"ContainAccount","change user password.","Malicious","BenignPositive"
"679",34359743461,22198,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"680",1013612285422,7570,"ContainAccount","msecidentitiessuspenduser","NoThreatsFound","TruePositive"
"681",223338301643,1025,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"682",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"683",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"684",884763264333,67525,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"685",309237646057,6236,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"686",1683627182193,138632,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"687",919123004605,21315,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"688",738734375272,100590,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"689",876173332709,759,"ContainAccount","change user password.","Malicious","TruePositive"
"690",214748366959,80626,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"691",1030792154161,43036,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"692",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"693",335007451196,22431,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"694",34359743267,3300,"ContainAccount","change user password.","Suspicious","BenignPositive"
"695",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"696",549755815590,86513,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"697",455266538498,174628,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"698",472446405636,246523,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"699",1503238556678,87778,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"700",867583398126,47647,"ContainAccount","account password changed","NoThreatsFound","TruePositive"
"701",1279900258020,16829,"ContainAccount","change user password.","Suspicious","BenignPositive"
"702",773094115437,531309,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"703",257698040025,108327,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"704",309237646057,6236,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"705",1125281436175,766,"ContainAccount","change user password.","Suspicious","BenignPositive"
"706",1468878819531,119255,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"707",807453853880,1526,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"708",695784704131,108324,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"709",1340029798934,146481,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"710",103079218699,176401,"ContainAccount","account password changed","Suspicious","BenignPositive"
"711",395136995901,121716,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"712",1700807051105,199342,"ContainAccount","change user password.","Malicious","TruePositive"
"713",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"714",738734377806,282136,"ContainAccount","change user password.","Suspicious","BenignPositive"
"715",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"716",274877909078,24788,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"717",17179871389,182888,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"718",1700807051368,384858,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"719",240518168978,71539,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"720",807453853880,1526,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"721",403726928050,5620,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"722",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"723",1013612286835,14341,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"724",1468878819531,119255,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"725",1529008360382,4574,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"726",1486058684946,1073,"ContainAccount","change user password.","Malicious","TruePositive"
"727",824633724039,246506,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"728",506806140992,11897,"ContainAccount","account password changed","Malicious","TruePositive"
"729",1614907707626,26876,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"730",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"731",1099511632177,23210,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"732",1211180781131,39111,"ContainAccount","account password changed","Suspicious","BenignPositive"
"733",343597385956,35361,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"734",876173330595,32660,"IsolateDevice","quarantinefile","Suspicious","FalsePositive"
"735",274877910011,27801,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"736",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"737",1709396987614,21829,"ContainAccount","forcepasswordresetremediation","NoThreatsFound","TruePositive"
"738",1417339210481,14,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","TruePositive"
"739",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"740",1632087574543,116941,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"741",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"742",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"743",335007451196,22431,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"744",1382979470143,136260,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"745",1090921696339,30969,"ContainAccount","account disabled","Malicious","BenignPositive"
"746",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"747",730144445406,101430,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"748",867583396395,27827,"ContainAccount","account password changed","Suspicious","TruePositive"
"749",1657857380241,40828,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"750",1632087574543,116941,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"751",1245540518916,54029,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"752",850403526594,35909,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"753",335007451196,22431,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"754",541165881520,227660,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"755",1245540517422,534,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"756",1443109015793,67488,"ContainAccount","change user password.","Malicious","TruePositive"
"757",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"758",1073741828573,597,"ContainAccount","reset user password.","Malicious","TruePositive"
"759",386547059590,53518,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"760",747324311532,40278,"ContainAccount","forcepasswordresetremediation","NoThreatsFound","TruePositive"
"761",730144444247,33110,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"762",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"763",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"764",1408749276971,18739,"ContainAccount","change user password.","Suspicious","BenignPositive"
"765",541165882612,179498,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"766",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"767",910533071694,34495,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","TruePositive"
"768",1451698946388,96466,"ContainAccount","reset user password.","NoThreatsFound","BenignPositive"
"769",1374389536004,41670,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"770",223338301643,1025,"ContainAccount","account password changed","Malicious","TruePositive"
"771",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"772",824633723112,110664,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"773",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"774",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"775",506806143060,49372,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"776",1073741826295,41733,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"777",807453853880,1526,"ContainAccount","account password changed","Malicious","TruePositive"
"778",1297080124015,201672,"ContainAccount","set force change user password.","Malicious","TruePositive"
"779",85899347898,62985,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"780",1219770712694,50315,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"781",1331439866360,8210,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"782",1700807051105,199342,"ContainAccount","change user password.","NoThreatsFound","TruePositive"
"783",463856468397,30491,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"784",343597385954,564740,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"785",60129544360,278436,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"786",206158431906,18043,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"787",274877909078,24788,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"788",695784703881,151958,"ContainAccount","msecidentitiesconfirmusercompromised","Malicious","TruePositive"
"789",403726928050,5620,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"790",163208759406,327819,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"791",936302873641,26210,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"792",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"793",343597385956,35361,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"794",566935683912,60321,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","BenignPositive"
"795",214748366959,80626,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"796",1546188227313,72940,"ContainAccount","forcepasswordresetremediation","NoThreatsFound","FalsePositive"
"797",953482741739,188576,"ContainAccount","account password changed","Suspicious","TruePositive"
"798",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"799",566935683912,60321,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","BenignPositive"
"800",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"801",858993460818,692,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"802",635655165029,36861,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"803",1623497638750,51695,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","BenignPositive"
"804",1554778162986,28437,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"805",704374638096,177643,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"806",876173331525,196137,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"807",1657857381064,16626,"ContainAccount","change user password.","Suspicious","BenignPositive"
"808",377957123753,26148,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"809",188978565845,23257,"ContainAccount","change user password.","Malicious","BenignPositive"
"810",695784702803,10057,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","BenignPositive"
"811",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"812",1700807052806,244148,"ContainAccount","account password changed","Suspicious","BenignPositive"
"813",266287973105,56699,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"814",403726928050,5620,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"815",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"816",970662613092,225848,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"817",206158431906,18043,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"818",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"819",68719479031,69753,"ContainAccount","account password changed","Suspicious","TruePositive"
"820",944892806895,149721,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"821",214748366959,80626,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"822",257698041381,15696,"ContainAccount","account password changed","Suspicious","BenignPositive"
"823",1262720388740,176918,"ContainAccount","account password changed","Suspicious","BenignPositive"
"824",876173330595,32660,"IsolateDevice","quarantinefile","Suspicious","FalsePositive"
"825",1159641174519,902,"ContainAccount","change user password.","Suspicious","BenignPositive"
"826",695784706284,178136,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"827",481036339088,356813,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"828",807453853880,1526,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"829",1554778162986,28437,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"830",472446407557,46915,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"831",1090921696885,266960,"ContainAccount","account password changed","Suspicious","BenignPositive"
"832",867583398126,47647,"ContainAccount","account password changed","Suspicious","TruePositive"
"833",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"834",1494648621632,1325,"ContainAccount","change user password.","NoThreatsFound","TruePositive"
"835",481036340472,319536,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"836",1494648621043,12854,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"837",1297080127129,192572,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"838",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","TruePositive"
"839",1108101567289,8842,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"840",1297080126706,8995,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"841",919123005804,33367,"ContainAccount","change user password.","Malicious","BenignPositive"
"842",274877909078,24788,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"843",919123003521,531324,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"844",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"845",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"846",704374640100,200254,"ContainAccount","account password changed","Suspicious","BenignPositive"
"847",317827584696,50880,"ContainAccount","change user password.","Suspicious","BenignPositive"
"848",1477468750438,486,"ContainAccount","disable account.","Malicious","TruePositive"
"849",188978564746,4712,"ContainAccount","account password changed","Suspicious","BenignPositive"
"850",146028890390,37109,"ContainAccount","account password changed","NoThreatsFound","TruePositive"
"851",858993462086,333723,"ContainAccount","account password changed","Suspicious","BenignPositive"
"852",816043788918,58115,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"853",652835032070,103670,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"854",936302872206,56426,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"855",472446407557,46915,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"856",798863920928,15206,"ContainAccount","change user password.","Malicious","TruePositive"
"857",257698040025,108327,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"858",1597727836869,596,"ContainAccount","account password changed","Suspicious","FalsePositive"
"859",807453853880,1526,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"860",1529008360382,4574,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"861",970662610539,35156,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"862",601295423618,531315,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"863",1477468750438,486,"ContainAccount","account password changed","Malicious","TruePositive"
"864",730144442176,35305,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"865",1417339210481,14,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"866",498216209778,122126,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"867",790273984959,274,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"868",1649267446789,220581,"ContainAccount","forcepasswordresetremediation","Malicious","TruePositive"
"869",1279900255801,81525,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"870",386547058225,328500,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"871",68719479031,69753,"ContainAccount","account password changed","Suspicious","TruePositive"
"872",944892806788,44014,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"873",412316863460,559750,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"874",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"875",1683627182193,138632,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"876",60129544360,278436,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"877",850403526594,35909,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"878",223338301643,1025,"ContainAccount","account password changed","Malicious","TruePositive"
"879",807453853880,1526,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"880",51539612455,46550,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"881",403726928050,5620,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"882",1168231105845,23693,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"883",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"884",1065151893626,152927,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"885",240518170106,158831,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"886",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"887",429496734030,180225,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"888",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"889",386547061578,47460,"ContainAccount","change user password.","Suspicious","BenignPositive"
"890",936302875237,36550,"ContainAccount","change user password.","Suspicious","BenignPositive"
"891",1477468751974,278400,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"892",1460288883672,318146,"ContainAccount","forcepasswordresetremediation","Suspicious","TruePositive"
"893",506806143060,49372,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"894",386547059590,53518,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"895",1460288885064,213093,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"896",274877911291,952,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"897",326417517953,52880,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"898",472446405636,246523,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"899",1503238556678,87778,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"900",1090921696615,253,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"901",463856468397,30491,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","TruePositive"
"902",764504182155,7022,"ContainAccount","change user password.","Suspicious","BenignPositive"
"903",51539609781,327824,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"904",1391569408842,17189,"ContainAccount","account password changed","Suspicious","TruePositive"
"905",1142461302561,40983,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"906",1297080124015,201672,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"907",498216209778,122126,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"908",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"909",34359743267,3300,"ContainAccount","change user password.","Suspicious","BenignPositive"
"910",1108101567289,8842,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"911",472446407557,46915,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"912",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"913",274877909078,24788,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"914",1322849930946,34607,"ContainAccount","change user password.","NoThreatsFound","TruePositive"
"915",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"916",377957123603,113662,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"917",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"918",163208760309,566,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"919",1391569405541,16619,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"920",1279900259402,293603,"ContainAccount","disable account.","Suspicious","BenignPositive"
"921",343597385956,35361,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"922",463856468397,30491,"ContainAccount","change user password.","Malicious","TruePositive"
"923",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"924",257698040025,108327,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"925",206158431906,18043,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"926",1477468750438,486,"ContainAccount","disable account.","Malicious","TruePositive"
"927",1417339208439,261692,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"928",807453853880,1526,"ContainAccount","account password changed","Malicious","TruePositive"
"929",1108101566765,39352,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","FalsePositive"
"930",730144445406,101430,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"931",34359743267,3300,"ContainAccount","change user password.","Malicious","BenignPositive"
"932",309237646057,6236,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"933",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"934",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"935",738734379873,874,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"936",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"937",1597727838502,154893,"ContainAccount","change user password.","Malicious","TruePositive"
"938",1194000910365,124235,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"939",68719481392,83564,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"940",197568498150,24476,"ContainAccount","account password changed","Suspicious","TruePositive"
"941",876173332400,126945,"ContainAccount","change user password.","Malicious","TruePositive"
"942",1417339210481,14,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"943",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"944",1013612283308,112564,"ContainAccount","account disabled","Suspicious","BenignPositive"
"945",1159641174519,902,"ContainAccount","change user password.","Suspicious","BenignPositive"
"946",1262720388946,42511,"ContainAccount","msecidentitiesconfirmusercompromised","Malicious","TruePositive"
"947",996432414480,39508,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"948",343597385956,35361,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"949",1563368097629,104368,"ContainAccount","change user password.","Suspicious","FalsePositive"
"950",670014901851,302964,"ContainAccount","change user password.","Suspicious","BenignPositive"
"951",1494648623659,119482,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"952",197568499774,370488,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"953",395136992334,114589,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"954",1425929145692,22492,"ContainAccount","account disabled","Malicious","TruePositive"
"955",1297080124689,66834,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"956",506806141605,143261,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"957",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"958",498216209993,8444,"ContainAccount","account password changed","Suspicious","TruePositive"
"959",695784702803,10057,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","BenignPositive"
"960",1563368097513,62627,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"961",816043790822,274594,"ContainAccount","change user password.","Malicious","TruePositive"
"962",1331439866360,8210,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"963",34359743267,3300,"ContainAccount","change user password.","Suspicious","BenignPositive"
"964",1520418426127,319365,"ContainAccount","account password changed","Suspicious","BenignPositive"
"965",1374389536576,61870,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"966",523986012246,68783,"ContainAccount","account password changed","Suspicious","TruePositive"
"967",824633724039,246506,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"968",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"969",42949676764,39789,"ContainAccount","change user password.","Malicious","TruePositive"
"970",1194000910365,124235,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"971",1185410977206,166727,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"972",386547058426,2952,"ContainAccount","account disabled","Suspicious","TruePositive"
"973",309237646057,6236,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"974",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"975",1297080126706,8995,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
